Q,Rank,CS,Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,Column1,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Column2,Normalized Eigenfactor,Column3
Q4,1626,,JOURNAL OF PHOTOPOLYMER SCIENCE AND TECHNOLOGY,J PHOTOPOLYM SCI TEC,0914-9244,989,0.909,0.556,,0.746,0.030,132,6.1,8.3,0.000890,0.110,97.73,14.045,,0.10904,
Q4,1628,,Animal Cells and Systems,ANIM CELLS SYST,1976-8354,305,0.907,0.852,,0.638,0.239,46,4.9,10.3,0.000490,0.148,100.00,19.929,,0.06057,
Q4,1628,,Infancia y Aprendizaje,INFANC APRENDIZ,0210-3702,471,0.907,0.884,,1.048,0.091,22,9.5,13.0,0.000290,0.185,100.00,9.637,,0.03583,
Q4,1628,,Journal of Systems Engineering and Electronics,J SYST ENG ELECTRON,1004-4132,"1,201",0.907,0.848,,0.883,0.128,117,6.0,6.6,0.001210,0.145,99.15,12.857,,0.14847,
Q4,1631,,Annals of Indian Academy of Neurology,ANN INDIAN ACAD NEUR,0972-2327,"1,089",0.905,0.825,,1.126,0.209,86,6.1,9.8,0.001480,0.260,93.02,6.618,,0.18102,
Q4,1631,,EURE-REVISTA LATINOAMERICANA DE ESTUDIOS URBANO REGIONALES,EURE,0250-7161,818,0.905,0.838,,1.310,0.222,36,10.9,11.7,0.000610,0.264,100.00,10.714,,0.07475,
Q4,1631,,FOOD AND DRUG LAW JOURNAL,FOOD DRUG LAW J,1064-590X,237,0.905,0.810,,0.750,0.056,18,9.8,5.0,0.000390,0.277,100.00,19.953,,0.04785,
Q4,1631,,Information Technology and Control,INF TECHNOL CONTROL,1392-124X,267,0.905,0.789,,0.753,0.125,48,4.4,7.4,0.000230,0.088,97.92,10.876,,0.02898,
Q4,1631,,Journal of Neurological Surgery Part A-Central European Neurosurgery,J NEUROL SURG PART A,2193-6315,530,0.905,0.771,,0.932,0.169,77,4.0,10.2,0.001090,0.211,90.91,9.618,,0.13378,
Q4,1636,,Argumentation,ARGUMENTATION,0920-427X,414,0.904,0.692,,1.042,0.619,21,9.9,12.9,0.000190,0.132,100.00,32.596,,0.02413,
Q4,1636,,BioPsychoSocial Medicine,BIOPSYCHOSOC MED,1751-0759,423,0.904,0.788,,Not Available,0.333,30,7.1,6.9,0.000480,Not Available,76.67,20.856,,0.05944,
Q4,1638,,POLISH JOURNAL OF PATHOLOGY,POL J PATHOL,1233-9687,460,0.903,0.874,,0.874,0.000,33,6.1,9.7,0.000620,0.190,69.70,16.026,,0.07627,
Q4,1639,,Geochronometria,GEOCHRONOMETRIA,1897-1695,551,0.902,0.882,,1.218,0.167,12,8.3,13.9,0.000700,0.420,100.00,11.750,,0.08607,
Q4,1639,,KENNEDY INSTITUTE OF ETHICS JOURNAL,KENNEDY INST ETHIC J,1054-6863,412,0.902,0.854,,1.287,0.357,14,10.6,10.1,0.000540,0.458,92.86,27.386,,0.06627,
Q4,1641,,Plant Biotechnology,PLANT BIOTECHNOL-NAR,1342-4580,994,0.901,0.741,,1.137,0.000,38,8.6,9.6,0.000930,0.296,94.74,14.583,,0.11353,
Q4,1642,,ACTA INFORMATICA,ACTA INFORM,0001-5903,667,0.900,0.880,,0.876,0.227,22,25.3,13.1,0.000810,0.575,100.00,11.859,,0.10003,
Q4,1642,,Current Issues in Language Planning,CURR ISS LANG PLAN,1466-4208,412,0.900,0.825,,Not Available,0.346,26,7.7,11.1,0.000370,Not Available,100.00,35.326,,0.04574,
Q4,1642,,Indian Journal of Medical Microbiology,INDIAN J MED MICROBI,0255-0857,"1,541",0.900,0.796,,1.112,0.042,71,8.3,6.9,0.001670,0.252,90.14,4.114,,0.20387,
Q4,1642,,JOURNAL OF HEALTHCARE MANAGEMENT,J HEALTHC MANAG,1096-9012,657,0.900,0.857,,1.434,0.179,28,8.1,6.5,0.000930,0.468,100.00,7.471,,0.11460,
Q4,1642,,Measurement Science Review,MEAS SCI REV,1335-8871,532,0.900,0.771,,1.039,0.167,36,6.8,7.4,0.000430,0.169,100.00,16.406,,0.05282,
Q4,1642,,Water Science and Technology-Water Supply,WATER SCI TECH-W SUP,1606-9749,"1,296",0.900,0.799,,0.917,0.273,245,4.1,8.0,0.001550,0.143,98.78,10.493,,0.18989,
Q4,1642,,ZEITSCHRIFT FUR KLINISCHE PSYCHOLOGIE UND PSYCHOTHERAPIE,Z KL PSYCH PSYCHOTH,1616-3443,457,0.900,0.675,,0.875,0.000,8,11.6,7.1,0.000250,0.196,100.00,19.466,,0.03142,
Q4,1649,,JOURNAL OF THE GEOLOGICAL SOCIETY OF INDIA,J GEOL SOC INDIA,0016-7622,"3,096",0.899,0.779,,0.895,0.191,157,11.5,17.6,0.001460,0.146,98.73,11.250,,0.17815,
Q4,1650,,Journal of Medical Ultrasonics,J MED ULTRASON,1346-4523,483,0.898,0.788,,0.785,0.279,61,4.6,8.6,0.000800,0.173,88.52,9.398,,0.09786,
Q4,1651,,Cardiovascular Journal of Africa,CARDIOVASC J AFR,1995-1892,953,0.897,0.842,,1.348,0.175,63,5.9,8.1,0.001820,0.415,88.89,3.261,,0.22265,
Q4,1651,,FAMILY & COMMUNITY HEALTH,FAM COMMUNITY HEALTH,0160-6379,779,0.897,0.859,,1.322,0.258,31,9.6,7.9,0.000830,0.386,93.55,18.445,,0.10164,
Q4,1651,,GENE EXPRESSION PATTERNS,GENE EXPR PATTERNS,1567-133X,"1,328",0.897,0.859,,1.239,0.263,38,12.0,11.4,0.001040,0.438,97.37,5.360,,0.12689,
Q4,1651,,Human-Wildlife Interactions,HUM-WILDL INTERACT,1934-4392,244,0.897,0.845,,0.768,0.400,35,6.0,11.7,0.000370,0.217,94.29,19.030,,0.04610,
Q4,1651,,PUBLIC PERSONNEL MANAGEMENT,PUBLIC PERS MANAGE,0091-0260,809,0.897,0.795,,2.155,0.231,26,11.1,13.8,0.000510,0.374,100.00,24.063,,0.06343,
Q4,1651,,Polish Journal of Microbiology,POL J MICROBIOL,1733-1331,761,0.897,0.857,,1.052,0.089,56,7.2,7.1,0.000700,0.184,94.64,7.778,,0.08659,
Q4,1657,,BRAZILIAN JOURNAL OF PHYSICS,BRAZ J PHYS,0103-9733,"1,256",0.895,0.853,,0.729,0.343,99,12.5,12.1,0.000970,0.181,98.99,24.118,,0.11849,
Q4,1657,,Language Culture and Curriculum,LANG CULT CURRIC,0790-8318,585,0.895,0.868,,2.042,0.150,20,9.8,9.5,0.000680,0.574,100.00,34.601,,0.08397,
Q4,1659,,Journal of Behavioral Education,J BEHAV EDUC,1053-0819,871,0.894,0.787,,Not Available,0.375,24,10.9,11.8,0.000960,Not Available,87.50,25.000,,0.11723,
Q4,1659,,LEARNING AND MOTIVATION,LEARN MOTIV,0023-9690,964,0.894,0.833,,1.081,0.087,23,19.1,10.7,0.000650,0.387,100.00,7.781,,0.08043,
Q4,1661,,Pigment & Resin Technology,PIGM RESIN TECHNOL,0369-9420,571,0.893,0.785,,0.847,0.263,76,7.0,8.1,0.000350,0.101,98.68,18.540,,0.04274,
Q4,1661,,Psychiatry and Clinical Psychopharmacology,PSYCHIAT CLIN PSYCH,2475-0573,118,0.893,0.732,,0.893,0.154,117,1.7,10.5,0.000220,0.161,99.15,9.071,,0.02773,
Q4,1663,,European Journal of Hospital Pharmacy-Science and Practice,EUR J HOSP PHARM-S P,2047-9956,336,0.892,0.820,,0.772,0.354,65,3.5,8.0,0.000780,0.186,93.85,6.481,,0.09591,
Q4,1663,,KOEDOE,KOEDOE,0075-6458,498,0.892,0.757,,1.227,0.133,15,11.8,11.5,0.000320,0.294,100.00,21.186,,0.03986,
Q4,1663,,WEED BIOLOGY AND MANAGEMENT,WEED BIOL MANAG,1444-6162,508,0.892,0.892,,1.158,0.091,11,10.6,13.9,0.000360,0.285,90.91,28.495,,0.04437,
Q4,1666,,Nursing Philosophy,NURS PHILOS,1466-7681,554,0.891,0.745,,1.202,0.222,36,9.5,9.8,0.000390,0.241,100.00,20.903,,0.04785,
Q4,1666,,Nursing Philosophy,NURS PHILOS,1466-7681,554,0.891,0.745,,1.202,0.222,36,9.5,9.8,0.000390,0.241,100.00,20.903,,0.04785,
Q4,1668,,JOURNAL OF THE JAPAN PETROLEUM INSTITUTE,J JPN PETROL INST,1346-8804,499,0.890,0.793,,0.869,0.128,39,7.8,8.8,0.000370,0.148,69.23,21.793,,0.04547,
Q4,1669,,BIORHEOLOGY,BIORHEOLOGY,0006-355X,"1,411",0.889,0.889,,1.264,0.333,18,17.5,12.5,0.000350,0.327,100.00,7.516,,0.04377,
Q4,1669,,NEW GENERATION COMPUTING,NEW GENERAT COMPUT,0288-3635,298,0.889,0.722,,0.750,0.040,25,15.4,9.0,0.000220,0.199,100.00,19.292,,0.02699,
Q4,1669,,New Review of Hypermedia and Multimedia,NEW REV HYPERMEDIA M,1361-4568,173,0.889,0.852,,1.013,0.000,13,7.1,7.1,0.000210,0.217,92.31,11.218,,0.02576,
Q4,1672,,AJAR-African Journal of AIDS Research,AJAR-AFR J AIDS RES,1608-5906,512,0.888,0.825,,1.135,0.171,41,6.8,6.7,0.000940,0.374,95.12,9.646,,0.11532,
Q4,1672,,AJAR-African Journal of AIDS Research,AJAR-AFR J AIDS RES,1608-5906,512,0.888,0.825,,1.135,0.171,41,6.8,6.7,0.000940,0.374,95.12,9.646,,0.11532,
Q4,1672,,INDIAN JOURNAL OF PHARMACOLOGY,INDIAN J PHARMACOL,0253-7613,"1,598",0.888,0.871,,1.290,0.055,55,6.9,8.8,0.001480,0.230,90.91,6.111,,0.18067,
Q4,1672,,Nutricion Hospitalaria,NUTR HOSP,0212-1611,"3,978",0.888,0.746,,1.147,0.181,227,5.5,7.3,0.004520,0.190,92.51,14.045,,0.55163,
Q4,1676,,First Language,FIRST LANG,0142-7237,738,0.887,0.855,,1.132,0.452,31,10.7,15.3,0.000690,0.383,100.00,28.304,,0.08491,
Q4,1676,,Journal of Laser Micro Nanoengineering,J LASER MICRO NANOEN,1880-0688,520,0.887,0.792,,0.808,0.122,41,6.7,7.7,0.000480,0.134,100.00,11.799,,0.05918,
Q4,1676,,Willdenowia,WILLDENOWIA,0511-9618,618,0.887,0.790,,1.059,0.139,36,12.1,15.6,0.000750,0.353,100.00,24.145,,0.09243,
Q4,1679,,INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,INT J SOFTW ENG KNOW,0218-1940,535,0.886,0.779,,0.766,0.649,74,5.0,8.2,0.000420,0.095,97.30,14.339,,0.05163,
Q4,1679,,NEUROLOGIST,NEUROLOGIST,1074-7931,859,0.886,0.857,,0.933,0.116,43,9.7,8.8,0.000600,0.245,81.40,5.637,,0.07363,
Q4,1681,,ANNALES DE LIMNOLOGIE-INTERNATIONAL JOURNAL OF LIMNOLOGY,ANN LIMNOL-INT J LIM,0003-4088,717,0.885,0.833,,1.064,0.167,24,9.6,12.6,0.000600,0.275,100.00,11.364,,0.07332,
Q4,1681,,Mitochondrial DNA Part B-Resources,MITOCHONDRIAL DNA B,****-****,"1,698",0.885,0.394,,0.845,0.268,"1,912",1.7,7.2,0.001940,0.110,100.00,6.497,,0.23750,
Q4,1681,,PEDIATRIC AND DEVELOPMENTAL PATHOLOGY,PEDIATR DEVEL PATHOL,1093-5266,"1,300",0.885,0.847,,0.972,0.329,82,11.0,9.3,0.001490,0.365,91.46,13.036,,0.18274,
Q4,1684,,JOURNAL OF CHILD & ADOLESCENT SUBSTANCE ABUSE,J CHILD ADOLES SUBST,1067-828X,482,0.884,0.884,,0.912,0.154,26,6.6,10.0,0.000860,0.289,100.00,9.722,,0.10610,
Q4,1684,,JOURNAL OF ELECTRONIC IMAGING,J ELECTRON IMAGING,1017-9909,"2,423",0.884,0.726,,0.883,0.163,227,7.3,5.2,0.002310,0.159,100.00,13.019,,0.28213,
Q4,1686,,COMMUNITY DEVELOPMENT JOURNAL,COMMUNITY DEV J,0010-3802,905,0.883,0.766,,1.401,0.306,36,8.4,9.3,0.000830,0.337,100.00,13.415,,0.10234,
Q4,1687,,Journal of Demographic Economics,J DEMOGR ECON,2054-0892,74,0.882,0.882,,1.059,0.077,13,Not Available,12.2,0.000720,0.839,100.00,24.751,,0.08791,
Q4,1687,,KLINISCHE PADIATRIE,KLIN PADIATR,0300-8630,793,0.882,0.809,,0.860,0.100,30,9.1,7.9,0.000590,0.228,96.67,10.547,,0.07273,
Q4,1689,,Gravitation & Cosmology,GRAVIT COSMOL-RUSSIA,0202-2893,494,0.880,0.620,,0.805,0.260,50,7.1,13.6,0.000550,0.171,98.00,16.912,,0.06756,
Q4,1689,,Journal of Rational-Emotive and Cognitive-Behavior Therapy,J RATION-EMOT COGN-B,0894-9085,505,0.880,0.700,,0.974,0.120,25,12.4,12.7,0.000400,0.279,100.00,18.702,,0.04987,
Q4,1689,,Physiotherapy Canada,PHYSIOTHER CAN,0300-0508,880,0.880,0.771,,1.400,0.325,40,8.0,9.3,0.000930,0.343,92.50,9.559,,0.11371,
Q4,1689,,SPECTROSCOPY LETTERS,SPECTROSC LETT,0038-7010,"1,187",0.880,0.802,,0.958,0.095,63,8.7,8.9,0.001040,0.174,100.00,25.000,,0.12741,
Q4,1693,,LC GC NORTH AMERICA,LC GC N AM,1527-5949,626,0.879,0.456,,0.568,0.900,70,5.7,5.2,0.000480,0.085,100.00,11.047,,0.05967,
Q4,1694,,APPLIED RHEOLOGY,APPL RHEOL,1430-6395,379,0.878,0.837,,0.992,0.235,17,8.8,12.4,0.000360,0.226,94.12,12.868,,0.04459,
Q4,1694,,International Journal of Steel Structures,INT J STEEL STRUCT,1598-2351,"1,019",0.878,0.772,,1.167,0.260,150,4.8,10.3,0.001320,0.201,97.33,18.364,,0.16202,
Q4,1694,,Journal of Computational Finance,J COMPUT FINANC,1460-1559,427,0.878,0.805,,0.711,0.300,20,13.7,11.7,0.000330,0.298,100.00,18.056,,0.04135,
Q4,1694,,Postepy Higieny I Medycyny Doswiadczalnej,POSTEP HIG MED DOSW,0032-5449,"1,339",0.878,0.865,,1.049,0.028,71,5.6,8.4,0.001620,0.188,40.85,7.609,,0.19860,
Q4,1698,,JOURNAL OF TESTING AND EVALUATION,J TEST EVAL,0090-3973,"2,130",0.877,0.744,,0.871,0.423,279,6.8,9.9,0.001970,0.159,96.77,22.727,,0.24038,
Q4,1698,,Journal of Hospice & Palliative Nursing,J HOSP PALLIAT NURS,1522-2179,580,0.877,0.638,,0.894,0.179,78,5.7,4.6,0.000830,0.200,91.03,20.083,,0.10181,
Q4,1698,,Journal of Hospice & Palliative Nursing,J HOSP PALLIAT NURS,1522-2179,580,0.877,0.638,,0.894,0.179,78,5.7,4.6,0.000830,0.200,91.03,20.083,,0.10181,
Q4,1701,,Fundamental and Applied Limnology,FUND APPL LIMNOL,1863-9135,712,0.876,0.831,,1.027,0.538,26,7.8,11.4,0.000730,0.262,100.00,17.324,,0.08975,
Q4,1702,,International Journal of Law Policy and the Family,INT J LAW POLICY FAM,1360-9939,254,0.875,0.700,,0.720,0.316,19,8.9,6.5,0.000190,0.164,100.00,31.877,,0.02347,
Q4,1702,,Journal of Trauma Nursing,J TRAUMA NURS,1078-7496,410,0.875,0.798,,1.039,0.044,45,5.2,6.4,0.000850,0.295,88.89,15.157,,0.10449,
Q4,1702,,Journal of Trauma Nursing,J TRAUMA NURS,1078-7496,410,0.875,0.798,,1.039,0.044,45,5.2,6.4,0.000850,0.295,88.89,15.157,,0.10449,
Q4,1702,,RBGN-Revista Brasileira de Gestao de Negocios,RBGN-REV BRAS GEST N,1806-4892,229,0.875,0.672,,0.976,0.188,48,4.2,11.2,0.000150,0.075,97.92,9.197,,0.01930,
Q4,1702,,Urban Design International,URBAN DES INT,1357-5317,467,0.875,0.875,,1.380,0.500,20,8.4,9.8,0.000290,0.234,100.00,6.090,,0.03600,
Q4,1702,,Women & Criminal Justice,WOMEN CRIM JUSTICE,0897-4454,374,0.875,0.800,,Not Available,0.174,23,9.3,11.1,0.000340,Not Available,100.00,28.502,,0.04191,
Q4,1708,,AMERICAN JOURNAL OF PHYSICS,AM J PHYS,0002-9505,"7,947",0.874,0.637,,1.057,0.244,123,21.2,14.7,0.002500,0.340,99.19,21.836,,0.30567,
Q4,1708,,Mechanics & Industry,MECH IND,2257-7777,507,0.874,0.786,,0.836,0.033,60,4.4,9.4,0.000680,0.139,100.00,12.412,,0.08344,
Q4,1710,,Actas Urologicas Espanolas,ACTAS UROL ESP,0210-4806,760,0.873,0.726,,0.838,0.101,79,6.1,7.3,0.000920,0.167,87.34,8.824,,0.11248,
Q4,1710,,ENCEPHALE-REVUE DE PSYCHIATRIE CLINIQUE BIOLOGIQUE ET THERAPEUTIQUE,ENCEPHALE,0013-7006,"1,230",0.873,0.819,,0.750,0.295,78,10.1,9.5,0.001050,0.184,78.21,7.998,,0.12928,
Q4,1710,,Hamostaseologie,HAMOSTASEOLOGIE,0720-9355,523,0.873,0.745,,1.156,0.979,48,6.2,7.7,0.000670,0.300,47.92,4.605,,0.08277,
Q4,1713,,INTERNATIONAL JOURNAL OF SURGICAL PATHOLOGY,INT J SURG PATHOL,1066-8969,"1,329",0.872,0.831,,0.947,0.228,127,7.1,9.5,0.001860,0.252,81.89,12.802,,0.22802,
Q4,1713,,Vascular and Endovascular Surgery,VASC ENDOVASC SURG,1538-5744,"1,325",0.872,0.826,,1.081,0.220,109,7.6,8.3,0.001680,0.301,84.40,7.225,,0.20510,
Q4,1715,,KOLNER ZEITSCHRIFT FUR SOZIOLOGIE UND SOZIALPSYCHOLOGIE,KOLNER Z SOZIOL SOZ,0023-2653,754,0.871,0.776,,1.005,2.000,40,9.0,10.9,0.000880,0.365,92.50,18.911,,0.10854,
Q4,1716,,DISCRETE DYNAMICS IN NATURE AND SOCIETY,DISCRETE DYN NAT SOC,1026-0226,"1,872",0.870,0.795,,0.800,0.417,144,5.0,7.6,0.002570,0.149,99.31,23.402,,0.31421,
Q4,1716,,GEOSCIENCE CANADA,GEOSCI CAN,0315-0941,589,0.870,0.826,,1.447,0.000,3,22.8,24.6,0.000550,0.518,100.00,10.750,,0.06787,
Q4,1716,,Gynecologie Obstetrique Fertilite & Senologie,GYNECOL OBST FERT SE,2468-7197,863,0.870,0.726,,1.758,0.463,95,6.2,7.6,0.001130,0.420,89.47,6.707,,0.13902,
Q4,1719,,Plant Genetic Resources-Characterization and Utilization,PLANT GENET RESOUR-C,1479-2621,676,0.869,0.846,,0.813,0.261,69,8.4,11.1,0.000660,0.184,100.00,23.718,,0.08165,
Q4,1720,,International Journal of Web Services Research,INT J WEB SERV RES,1545-7362,114,0.868,0.842,,0.638,0.105,19,5.4,7.5,0.000110,0.096,100.00,13.390,,0.01383,
Q4,1721,,ANIMAL BIODIVERSITY AND CONSERVATION,ANIM BIODIV CONSERV,1578-665X,462,0.867,0.833,,0.863,0.097,31,10.0,12.3,0.000440,0.267,100.00,19.492,,0.05390,
Q4,1721,,GENEVA PAPERS ON RISK AND INSURANCE-ISSUES AND PRACTICE,GENEVA PAP R I-ISS P,1018-5895,522,0.867,0.767,,1.025,0.241,29,9.3,10.1,0.000530,0.272,100.00,17.130,,0.06570,
Q4,1721,,International Journal of Optics,INT J OPT,1687-9384,207,0.867,0.822,,Not Available,0.143,35,6.2,7.9,0.000240,Not Available,100.00,13.918,,0.02949,
Q4,1721,,International Review of Economics Education,INT REV ECON EDUC,1477-3880,280,0.867,0.533,,Not Available,0.147,34,5.6,9.9,0.000230,Not Available,94.12,22.551,,0.02909,
Q4,1721,,JOURNAL OF THE PHILOSOPHY OF SPORT,J PHILOS SPORT,0094-8705,459,0.867,0.511,,0.814,0.111,27,13.3,11.9,0.000100,0.063,100.00,21.729,,0.01250,
Q4,1721,,Journal of Media Ethics,J MEDIA ETHICS,2373-6992,336,0.867,0.800,,1.516,0.053,19,10.8,8.5,0.000260,0.338,100.00,23.068,,0.03224,
Q4,1721,,New Zealand Geographer,NEW ZEAL GEOGR,0028-8144,295,0.867,0.767,,0.940,0.333,9,10.1,10.4,0.000270,0.262,100.00,14.881,,0.03353,
Q4,1721,,Revista Brasileira de Anestesiologia,REV BRAS ANESTESIOL,0034-7094,"1,012",0.867,0.805,,1.034,0.160,94,6.0,9.1,0.001230,0.207,88.30,7.813,,0.15122,
Q4,1729,,APPLIED MAGNETIC RESONANCE,APPL MAGN RESON,0937-9347,"1,489",0.864,0.707,,0.843,0.252,107,9.1,11.5,0.001210,0.182,100.00,16.039,,0.14856,
Q4,1729,,JOURNAL OF THE HISTORY OF BIOLOGY,J HIST BIOL,0022-5010,636,0.864,0.705,,0.990,0.409,22,18.0,34.0,0.000570,0.433,95.45,46.006,,0.07007,
Q4,1729,,NEW ZEALAND JOURNAL OF FORESTRY SCIENCE,NZ J FORESTRY SCI,0048-0134,734,0.864,0.841,,1.359,0.750,8,16.0,14.1,0.000480,0.291,100.00,24.265,,0.05874,
Q4,1732,,Communication Disorders Quarterly,COMMUN DISORD Q,1525-7401,383,0.863,0.804,,1.056,0.200,25,7.8,11.0,0.000410,0.261,100.00,19.014,,0.05066,
Q4,1732,,MINERVA PEDIATRICA,MINERVA PEDIATR,0026-4946,599,0.863,0.856,,0.881,0.492,65,5.8,9.1,0.000800,0.205,56.92,9.766,,0.09843,
Q4,1732,,ZEITSCHRIFT FUR GERONTOLOGIE UND GERIATRIE,Z GERONTOL GERIATR,0948-6704,980,0.863,0.745,,0.909,0.500,110,6.5,7.7,0.001090,0.197,93.64,9.109,,0.13358,
Q4,1732,,ZEITSCHRIFT FUR GERONTOLOGIE UND GERIATRIE,Z GERONTOL GERIATR,0948-6704,980,0.863,0.745,,0.909,0.500,110,6.5,7.7,0.001090,0.197,93.64,9.109,,0.13358,
Q4,1736,,COLLOID JOURNAL,COLLOID J+,1061-933X,"1,459",0.862,0.513,,0.856,0.216,97,9.6,12.2,0.000630,0.100,97.94,7.233,,0.07803,
Q4,1736,,HETEROATOM CHEMISTRY,HETEROATOM CHEM,1042-7163,"1,208",0.862,0.862,,0.956,0.444,18,11.2,12.4,0.000560,0.151,100.00,18.362,,0.06858,
Q4,1738,,INTERVENTION IN SCHOOL AND CLINIC,INTERV SCH CLIN,1053-4512,601,0.860,0.663,,0.889,0.184,38,9.4,8.1,0.000480,0.185,97.37,22.619,,0.05910,
Q4,1738,,ISRAEL MEDICAL ASSOCIATION JOURNAL,ISR MED ASSOC J,1565-1088,"2,288",0.860,0.559,,0.903,0.397,151,8.7,8.1,0.002140,0.207,89.40,22.121,,0.26187,
Q4,1738,,Norsk Geografisk Tidsskrift-Norwegian Journal of Geography,NORSK GEOGR TIDSSKR,0029-1951,528,0.860,0.767,,1.128,0.842,19,10.9,8.7,0.000380,0.259,100.00,13.690,,0.04668,
Q4,1738,,REPORTS ON MATHEMATICAL PHYSICS,REP MATH PHYS,0034-4877,"1,022",0.860,0.796,,0.685,0.063,48,21.2,18.8,0.000760,0.253,100.00,20.909,,0.09287,
Q4,1742,,ENT-EAR NOSE & THROAT JOURNAL,ENT-EAR NOSE THROAT,0145-5613,"1,623",0.859,0.832,,1.149,0.133,98,13.2,10.3,0.001080,0.292,90.82,10.714,,0.13257,
Q4,1742,,Journal of Mechanics in Medicine and Biology,J MECH MED BIOL,0219-5194,914,0.859,0.781,,0.894,0.137,124,4.5,8.6,0.001340,0.161,99.19,7.034,,0.16366,
Q4,1742,,PRISON JOURNAL,PRISON J,0032-8855,906,0.859,0.775,,1.285,0.140,43,11.0,10.6,0.000720,0.361,100.00,16.667,,0.08798,
Q4,1745,,Journal of Policy and Practice in Intellectual Disabilities,J POLICY PRACT INTEL,1741-1122,681,0.857,0.800,,1.367,0.250,28,7.7,9.3,0.000730,0.345,100.00,11.964,,0.08990,
Q4,1746,,COMPUTER APPLICATIONS IN ENGINEERING EDUCATION,COMPUT APPL ENG EDUC,1061-3773,779,0.856,0.578,,0.855,0.360,114,4.4,7.7,0.000630,0.098,98.25,16.206,,0.07701,
Q4,1747,,CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE,CAN J AGR ECON,0008-3976,658,0.855,0.691,,1.185,0.400,25,10.3,9.9,0.000510,0.277,100.00,21.204,,0.06231,
Q4,1747,,ITALIAN JOURNAL OF FOOD SCIENCE,ITAL J FOOD SCI,1120-1770,817,0.855,0.750,,0.980,0.057,105,7.7,9.4,0.000610,0.136,99.05,15.468,,0.07459,
Q4,1747,,JOURNAL OF CARBOHYDRATE CHEMISTRY,J CARBOHYD CHEM,0732-8303,709,0.855,0.818,,0.868,0.154,26,15.4,10.7,0.000340,0.171,73.08,12.697,,0.04184,
Q4,1747,,Macroheterocycles,MACROHETEROCYCLES,1998-9539,439,0.855,0.649,,0.831,0.150,40,5.3,9.7,0.000440,0.117,90.00,17.797,,0.05438,
Q4,1751,,Advances in Rheumatology,ADV RHEUMATOL,2523-3106,50,0.854,0.829,,0.854,0.230,61,Not Available,9.0,0.000080,0.166,86.89,7.813,,0.01048,
Q4,1751,,Desalination and Water Treatment,DESALIN WATER TREAT,1944-3994,"14,535",0.854,0.657,,1.324,0.221,"1,425",3.9,7.2,0.017290,0.166,98.67,14.501,,2.11029,
Q4,1751,,FOLIA HISTOCHEMICA ET CYTOBIOLOGICA,FOLIA HISTOCHEM CYTO,0239-8508,925,0.854,0.854,,1.299,0.474,19,9.5,8.0,0.000490,0.273,84.21,4.108,,0.06063,
Q4,1751,,INDUSTRIAL LAW JOURNAL,IND LAW J-UK,0305-9332,279,0.854,0.583,,Not Available,0.200,20,7.6,7.5,0.000220,Not Available,95.00,31.494,,0.02785,
Q4,1751,,THEORETICAL AND MATHEMATICAL PHYSICS,THEOR MATH PHYS+,0040-5779,"2,516",0.854,0.735,,0.707,0.176,125,21.0,14.9,0.002140,0.263,99.20,20.428,,0.26207,
Q4,1756,,HEALTH PHYSICS,HEALTH PHYS,0017-9078,"4,251",0.853,0.615,,1.045,0.641,142,15.3,9.8,0.002060,0.230,95.07,13.536,,0.25194,
Q4,1757,,ACM TRANSACTIONS ON DESIGN AUTOMATION OF ELECTRONIC SYSTEMS,ACM T DES AUTOMAT EL,1084-4309,663,0.852,0.770,,0.984,0.130,69,6.1,7.3,0.001310,0.327,100.00,10.941,,0.16103,
Q4,1757,,Applied Ontology,APPL ONTOL,1570-5838,193,0.852,0.778,,1.388,0.857,14,5.5,9.6,0.000320,0.389,100.00,15.726,,0.04015,
Q4,1757,,Experimental and Clinical Transplantation,EXP CLIN TRANSPLANT,1304-0855,"1,041",0.852,0.812,,0.756,0.181,204,4.3,10.3,0.002330,0.206,96.57,10.417,,0.28497,
Q4,1757,,Quality Management in Health Care,QUAL MANAG HEALTH CA,1063-8628,488,0.852,0.738,,1.072,0.086,35,9.2,7.8,0.000560,0.323,94.29,4.792,,0.06861,
Q4,1757,,Quality Management in Health Care,QUAL MANAG HEALTH CA,1063-8628,488,0.852,0.738,,1.072,0.086,35,9.2,7.8,0.000560,0.323,94.29,4.792,,0.06861,
Q4,1762,,Ad Hoc & Sensor Wireless Networks,AD HOC SENS WIREL NE,1551-9899,327,0.851,0.644,,0.669,0.263,38,4.4,6.8,0.000300,0.075,100.00,9.370,,0.03684,
Q4,1762,,COMMUNITY ECOLOGY,COMMUNITY ECOL,1585-8553,611,0.851,0.776,,1.088,0.156,32,10.1,12.7,0.000570,0.309,96.88,14.583,,0.07004,
Q4,1762,,PCI JOURNAL,PCI J,0887-9672,"1,059",0.851,0.681,,0.800,0.167,30,20.0,10.1,0.000310,0.201,100.00,19.841,,0.03879,
