Scopus Source ID,Title,CiteScore 2020,SNIP,SJR,Percentile
21100784450,Stem Cell Investigation,5.9,0.809,0.884,57
21100784450,Stem Cell Investigation,5.9,0.809,0.884,61
21100784665,IEEE Transactions on Cognitive and Developmental Systems,6,1.472,0.714,71
21100784665,IEEE Transactions on Cognitive and Developmental Systems,6,1.472,0.714,74
21100784666,ACM Transactions on Asian and Low-Resource Language Information Processing,2.4,1.197,0.239,58
21100784713,Translational Pediatrics,5.4,1.19,0.702,92
21100784717,Quantitative Imaging in Medicine and Surgery,4,1.191,0.766,68
21100784723,Cardiovascular Diagnosis and Therapy,3.5,1.59,0.83,66
21100784787,Translational Gastroenterology and Hepatology,3.7,0.929,0.902,41
21100784787,Translational Gastroenterology and Hepatology,3.7,0.929,0.902,51
21100784824,Applied and Computational Mechanics,1.4,0.235,0.129,42
21100784824,Applied and Computational Mechanics,1.4,0.235,0.129,30
21100784824,Applied and Computational Mechanics,1.4,0.235,0.129,31
21100784824,Applied and Computational Mechanics,1.4,0.235,0.129,20
21100784824,Applied and Computational Mechanics,1.4,0.235,0.129,30
21100784997,"Crop, Forage and Turfgrass Management",0.9,0.69,0.29,26
21100784997,"Crop, Forage and Turfgrass Management",0.9,0.69,0.29,26
21100784997,"Crop, Forage and Turfgrass Management",0.9,0.69,0.29,25
21100785501,International Journal of Safety and Security Engineering,1,0.53,0.202,29
21100785501,International Journal of Safety and Security Engineering,1,0.53,0.202,31
21100785514,Journal of Fishery Sciences of China,0.7,0.366,0.212,14
21100785514,Journal of Fishery Sciences of China,0.7,0.366,0.212,20
21100785514,Journal of Fishery Sciences of China,0.7,0.366,0.212,14
21100785516,Geodynamics and Tectonophysics,1.3,0.689,0.336,34
21100785516,Geodynamics and Tectonophysics,1.3,0.689,0.336,40
21100785517,Respirology Case Reports,1.2,0.698,0.304,26
21100785520,Zhournal Novoi Ekonomicheskoi Associacii,1.1,0.596,0.365,34
21100785520,Zhournal Novoi Ekonomicheskoi Associacii,1.1,0.596,0.365,34
21100785521,Islamic Africa,0.4,0.331,0.101,68
21100785521,Islamic Africa,0.4,0.331,0.101,79
21100785521,Islamic Africa,0.4,0.331,0.101,53
21100785521,Islamic Africa,0.4,0.331,0.101,60
21100785521,Islamic Africa,0.4,0.331,0.101,24
21100785528,BioResearch Open Access,2.6,0.792,0.457,50
21100786205,Experimental Neurobiology,4.4,0.731,1.299,26
21100786205,Experimental Neurobiology,4.4,0.731,1.299,63
21100786208,Kidney International Reports,4.3,1.228,1.225,71
21100786228,The Lancet Gastroenterology and Hepatology,22.2,4.96,4.897,97
21100786228,The Lancet Gastroenterology and Hepatology,22.2,4.96,4.897,92
21100786232,Comparative Exercise Physiology,0.9,0.432,0.263,40
21100786232,Comparative Exercise Physiology,0.9,0.432,0.263,18
21100786232,Comparative Exercise Physiology,0.9,0.432,0.263,14
21100786232,Comparative Exercise Physiology,0.9,0.432,0.263,9
21100786232,Comparative Exercise Physiology,0.9,0.432,0.263,22
21100786232,Comparative Exercise Physiology,0.9,0.432,0.263,28
21100786232,Comparative Exercise Physiology,0.9,0.432,0.263,10
21100786234,Journal of the Geothermal Research Society of Japan,0.8,0.387,0.211,26
21100786314,Haiyang Xuebao,0.7,0.261,0.196,25
21100786314,Haiyang Xuebao,0.7,0.261,0.196,13
21100786314,Haiyang Xuebao,0.7,0.261,0.196,14
21100786315,Australasian Journal of Regional Studies,0.8,0.229,0.171,36
21100786315,Australasian Journal of Regional Studies,0.8,0.229,0.171,48
21100786315,Australasian Journal of Regional Studies,0.8,0.229,0.171,22
21100786315,Australasian Journal of Regional Studies,0.8,0.229,0.171,31
21100786316,Bio-Algorithms and Med-Systems,0.7,0.349,0.151,25
21100786316,Bio-Algorithms and Med-Systems,0.7,0.349,0.151,14
21100786316,Bio-Algorithms and Med-Systems,0.7,0.349,0.151,18
21100786316,Bio-Algorithms and Med-Systems,0.7,0.349,0.151,21
21100786317,Frontiers in Energy Research,2.6,0.89,0.734,47
21100786317,Frontiers in Energy Research,2.6,0.89,0.734,52
21100786317,Frontiers in Energy Research,2.6,0.89,0.734,42
21100786317,Frontiers in Energy Research,2.6,0.89,0.734,66
21100786325,Przeglad Strategiczny,0.2,0.363,0.151,14
21100786327,Economics of Energy and Environmental Policy,4.3,1.031,0.98,68
21100786327,Economics of Energy and Environmental Policy,4.3,1.031,0.98,74
21100786327,Economics of Energy and Environmental Policy,4.3,1.031,0.98,84
21100786528,Chinese Journal of Plant Ecology,1.6,0.346,0.252,44
21100786528,Chinese Journal of Plant Ecology,1.6,0.346,0.252,47
21100786528,Chinese Journal of Plant Ecology,1.6,0.346,0.252,39
21100786529,Mezhdunarodnye Protsessy,0.4,0.281,0.261,19
21100786529,Mezhdunarodnye Protsessy,0.4,0.281,0.261,53
21100786529,Mezhdunarodnye Protsessy,0.4,0.281,0.261,61
21100786531,Mining Science,1.4,0.619,0.247,24
21100786531,Mining Science,1.4,0.619,0.247,35
21100786532,Journal of Korea Trade,0.7,0.368,0.22,25
21100786532,Journal of Korea Trade,0.7,0.368,0.22,37
21100786532,Journal of Korea Trade,0.7,0.368,0.22,18
21100786533,Anthropocene Review,6.2,1.71,1.103,74
21100786533,Anthropocene Review,6.2,1.71,1.103,89
21100786533,Anthropocene Review,6.2,1.71,1.103,90
21100786911,Scientific Annals of Economics and Business,1,0.571,0.204,49
21100786911,Scientific Annals of Economics and Business,1,0.571,0.204,31
21100786920,Pakistan Journal of Psychological Research,0.5,0.451,0.199,14
21100786959,Austrian Journal of Political Science,0.8,0.428,0.238,44
21100787020,Astra Salvensis,1.6,0.416,0.223,97
21100787020,Astra Salvensis,1.6,0.416,0.223,98
21100787020,Astra Salvensis,1.6,0.416,0.223,94
21100787020,Astra Salvensis,1.6,0.416,0.223,88
21100787020,Astra Salvensis,1.6,0.416,0.223,88
21100787020,Astra Salvensis,1.6,0.416,0.223,81
21100787020,Astra Salvensis,1.6,0.416,0.223,81
21100787020,Astra Salvensis,1.6,0.416,0.223,54
21100787040,Clinical Neurophysiology Practice,4.4,1.856,0.959,53
21100787040,Clinical Neurophysiology Practice,4.4,1.856,0.959,55
21100787040,Clinical Neurophysiology Practice,4.4,1.856,0.959,63
21100787088,Journal of Fisheries of China,0.6,0.244,0.201,13
21100787088,Journal of Fisheries of China,0.6,0.244,0.201,18
21100787088,Journal of Fisheries of China,0.6,0.244,0.201,13
21100787098,World Economy and International Relations,0.7,0.879,0.299,44
21100787098,World Economy and International Relations,0.7,0.879,0.299,21
21100787102,International Biomechanics,1.7,0.641,0.298,52
21100787102,International Biomechanics,1.7,0.641,0.298,46
21100787102,International Biomechanics,1.7,0.641,0.298,42
21100787102,International Biomechanics,1.7,0.641,0.298,25
21100787102,International Biomechanics,1.7,0.641,0.298,36
21100787105,Journal of Environmental Accounting and Management,1.6,0.337,0.248,29
21100787105,Journal of Environmental Accounting and Management,1.6,0.337,0.248,64
21100787105,Journal of Environmental Accounting and Management,1.6,0.337,0.248,39
21100787105,Journal of Environmental Accounting and Management,1.6,0.337,0.248,40
21100787105,Journal of Environmental Accounting and Management,1.6,0.337,0.248,43
21100787105,Journal of Environmental Accounting and Management,1.6,0.337,0.248,41
21100787106,Journal of Industrial Information Integration,22.1,4.293,2.042,99
21100787106,Journal of Industrial Information Integration,22.1,4.293,2.042,99
21100787317,Infektsionnye Bolezni,0.5,0.3,0.166,7
21100787317,Infektsionnye Bolezni,0.5,0.3,0.166,12
21100787317,Infektsionnye Bolezni,0.5,0.3,0.166,15
21100787322,Romanian Journal of Anaesthesia and Intensive Care,2.3,1.097,0.372,63
21100787322,Romanian Journal of Anaesthesia and Intensive Care,2.3,1.097,0.372,61
21100787322,Romanian Journal of Anaesthesia and Intensive Care,2.3,1.097,0.372,52
21100787326,Text Matters,0.1,0.455,0.104,40
21100787326,Text Matters,0.1,0.455,0.104,21
21100787378,Culture Unbound,0.6,0.381,0.256,47
21100787378,Culture Unbound,0.6,0.381,0.256,28
21100787378,Culture Unbound,0.6,0.381,0.256,68
21100787379,Glottotheory,0.1,0.027,0.113,17
21100787379,Glottotheory,0.1,0.027,0.113,19
21100787508,Journal of Global Health,3.8,1.811,1.581,76
21100787508,Journal of Global Health,3.8,1.811,1.581,73
21100787535,Organizations and Markets in Emerging Economies,0.9,0.427,0.195,34
21100787535,Organizations and Markets in Emerging Economies,0.9,0.427,0.195,28
21100787535,Organizations and Markets in Emerging Economies,0.9,0.427,0.195,25
21100787535,Organizations and Markets in Emerging Economies,0.9,0.427,0.195,27
21100787536,"Asia-Pacific Journal of Sports Medicine, Arthroscopy, Rehabilitation and Technology",1.4,0.807,0.45,51
21100787536,"Asia-Pacific Journal of Sports Medicine, Arthroscopy, Rehabilitation and Technology",1.4,0.807,0.45,40
21100787536,"Asia-Pacific Journal of Sports Medicine, Arthroscopy, Rehabilitation and Technology",1.4,0.807,0.45,35
21100787658,Gland Surgery,2.6,1.305,0.643,64
21100787661,Asian Journal of Agriculture and Biology,0.6,0.329,0.155,23
21100787661,Asian Journal of Agriculture and Biology,0.6,0.329,0.155,16
21100787752,Journal of Experimental and Clinical Medicine (Turkey),0.1,0.099,0.103,3
21100787776,Papers on Social Representations,0.3,0.46,0.204,9
21100787793,Orthopedic Reviews,1,0.747,0.412,31
21100787823,Hepato-Gastro et Oncologie Digestive,0.1,0.019,0.103,5
21100787823,Hepato-Gastro et Oncologie Digestive,0.1,0.019,0.103,6
21100787823,Hepato-Gastro et Oncologie Digestive,0.1,0.019,0.103,4
21100787827,"Future of Food: Journal on Food, Agriculture and Society",0.5,0.132,0.147,15
21100787827,"Future of Food: Journal on Food, Agriculture and Society",0.5,0.132,0.147,14
21100787827,"Future of Food: Journal on Food, Agriculture and Society",0.5,0.132,0.147,15
21100787828,International Journal of Health Policy and Management,5,1.562,1.294,98
21100787828,International Journal of Health Policy and Management,5,1.562,1.294,80
21100787828,International Journal of Health Policy and Management,5,1.562,1.294,91
21100787828,International Journal of Health Policy and Management,5,1.562,1.294,89
21100787828,International Journal of Health Policy and Management,5,1.562,1.294,80
21100787833,"CIRIEC-Espana Revista de Economia Publica, Social y Cooperativa",2.1,1.282,0.656,58
21100787833,"CIRIEC-Espana Revista de Economia Publica, Social y Cooperativa",2.1,1.282,0.656,74
21100788207,Whitehall Papers,0,0.277,0.1,5
21100788207,Whitehall Papers,0,0.277,0.1,5
21100788207,Whitehall Papers,0,0.277,0.1,3
21100788210,International Journal of Nonprofit and Voluntary Sector Marketing,1.6,0.894,0.398,34
21100788210,International Journal of Nonprofit and Voluntary Sector Marketing,1.6,0.894,0.398,39
21100788210,International Journal of Nonprofit and Voluntary Sector Marketing,1.6,0.894,0.398,46
21100788258,Jurisprudence,0.5,0.429,0.136,37
21100788265,Housing and Society,1,0.642,0.273,52
21100788265,Housing and Society,1,0.642,0.273,40
21100788265,Housing and Society,1,0.642,0.273,52
21100788266,Biomedical Physics and Engineering Express,1.9,0.476,0.333,35
21100788266,Biomedical Physics and Engineering Express,1.9,0.476,0.333,23
21100788266,Biomedical Physics and Engineering Express,1.9,0.476,0.333,27
21100788266,Biomedical Physics and Engineering Express,1.9,0.476,0.333,21
21100788266,Biomedical Physics and Engineering Express,1.9,0.476,0.333,15
21100788266,Biomedical Physics and Engineering Express,1.9,0.476,0.333,29
21100788266,Biomedical Physics and Engineering Express,1.9,0.476,0.333,36
21100788266,Biomedical Physics and Engineering Express,1.9,0.476,0.333,39
21100788288,JACC: Basic to Translational Science,9,1.649,2.549,92
21100788289,Mobile Media and Communication,5.6,1.434,1.088,86
21100788289,Mobile Media and Communication,5.6,1.434,1.088,95
21100788289,Mobile Media and Communication,5.6,1.434,1.088,79
21100788292,Recherche et Applications en Marketing,1.1,0.421,0.295,27
21100788294,Plants,2.2,1.467,0.892,53
21100788294,Plants,2.2,1.467,0.892,56
21100788294,Plants,2.2,1.467,0.892,50
21100788306,Physical Review Accelerators and Beams,3.3,1.181,0.83,62
21100788306,Physical Review Accelerators and Beams,3.3,1.181,0.83,54
21100788306,Physical Review Accelerators and Beams,3.3,1.181,0.83,66
21100788370,Vision,1.2,0.71,0.313,34
21100788370,Vision,1.2,0.71,0.313,31
21100788426,"Scientia Sinica: Physica, Mechanica et Astronomica",1.3,0.469,0.183,31
21100788431,Human Microbiome Journal,6.3,0.894,1.268,75
21100788431,Human Microbiome Journal,6.3,0.894,1.268,80
21100788435,Journal of Electrochemical Energy Conversion and Storage,3.8,0.654,0.377,64
21100788435,Journal of Electrochemical Energy Conversion and Storage,3.8,0.654,0.377,56
21100788435,Journal of Electrochemical Energy Conversion and Storage,3.8,0.654,0.377,62
21100788435,Journal of Electrochemical Energy Conversion and Storage,3.8,0.654,0.377,66
21100788435,Journal of Electrochemical Energy Conversion and Storage,3.8,0.654,0.377,71
21100788470,Novoe Literaturnoe Obozrenie,0.1,0.238,0.107,41
21100788470,Novoe Literaturnoe Obozrenie,0.1,0.238,0.107,22
21100788478,Frontiers of Biogeography,1.4,0.388,0.652,27
21100788478,Frontiers of Biogeography,1.4,0.388,0.652,39
21100788478,Frontiers of Biogeography,1.4,0.388,0.652,33
21100788713,Intestinal Research,4.7,1.119,0.911,67
21100788736,Cambridge Yearbook of European Legal Studies,3.2,3.222,0.781,91
21100788744,OpenNano,16.6,2.579,1.168,98
21100788744,OpenNano,16.6,2.579,1.168,98
21100788744,OpenNano,16.6,2.579,1.168,97
21100788744,OpenNano,16.6,2.579,1.168,96
21100788796,Fragmenta Entomologica,1,0.771,0.403,29
21100788796,Fragmenta Entomologica,1,0.771,0.403,31
21100788796,Fragmenta Entomologica,1,0.771,0.403,23
21100788797,Surfaces and Interfaces,4.8,1.201,0.712,69
21100788797,Surfaces and Interfaces,4.8,1.201,0.712,76
21100788797,Surfaces and Interfaces,4.8,1.201,0.712,78
21100788797,Surfaces and Interfaces,4.8,1.201,0.712,74
21100788797,Surfaces and Interfaces,4.8,1.201,0.712,74
21100788800,Current Opinion in Green and Sustainable Chemistry,10.2,1.355,1.233,95
21100788800,Current Opinion in Green and Sustainable Chemistry,10.2,1.355,1.233,88
21100788800,Current Opinion in Green and Sustainable Chemistry,10.2,1.355,1.233,81
21100788800,Current Opinion in Green and Sustainable Chemistry,10.2,1.355,1.233,89
21100788800,Current Opinion in Green and Sustainable Chemistry,10.2,1.355,1.233,95
21100788801,Rhizosphere,3.6,0.861,0.792,72
21100788801,Rhizosphere,3.6,0.861,0.792,77
21100788801,Rhizosphere,3.6,0.861,0.792,74
21100788802,Forensic Chemistry,3.7,1.09,0.808,53
21100788802,Forensic Chemistry,3.7,1.09,0.808,93
21100788802,Forensic Chemistry,3.7,1.09,0.808,57
21100788802,Forensic Chemistry,3.7,1.09,0.808,69
21100788802,Forensic Chemistry,3.7,1.09,0.808,56
21100788802,Forensic Chemistry,3.7,1.09,0.808,67
21100788814,Physics in Medicine,3,0.589,0.702,60
21100788814,Physics in Medicine,3,0.589,0.702,41
21100788814,Physics in Medicine,3,0.589,0.702,51
21100788860,International Journal of Mechanical Engineering and Robotics Research,1.1,0.584,0.187,14
21100788860,International Journal of Mechanical Engineering and Robotics Research,1.1,0.584,0.187,22
21100788860,International Journal of Mechanical Engineering and Robotics Research,1.1,0.584,0.187,26
21100788874,Verbum Vitae,0.2,0.038,0.186,46
21100788876,Chem,26,3.171,7.057,99
21100788876,Chem,26,3.171,7.057,98
21100788876,Chem,26,3.171,7.057,98
21100788876,Chem,26,3.171,7.057,98
21100788876,Chem,26,3.171,7.057,98
21100788876,Chem,26,3.171,7.057,97
21100788880,Journal of Science and Technology of the Arts,0.8,0.571,0.13,79
21100788880,Journal of Science and Technology of the Arts,0.8,0.571,0.13,88
21100788880,Journal of Science and Technology of the Arts,0.8,0.571,0.13,35
21100788880,Journal of Science and Technology of the Arts,0.8,0.571,0.13,15
21100788882,Transplantation Reports,0.1,0.053,0.117,11
21100788882,Transplantation Reports,0.1,0.053,0.117,7
21100788883,Journal of Cellular Neuroscience and Oxidative Stress,1,0.102,0.138,2
21100788883,Journal of Cellular Neuroscience and Oxidative Stress,1,0.102,0.138,16
21100788883,Journal of Cellular Neuroscience and Oxidative Stress,1,0.102,0.138,5
21100788883,Journal of Cellular Neuroscience and Oxidative Stress,1,0.102,0.138,7
21100788883,Journal of Cellular Neuroscience and Oxidative Stress,1,0.102,0.138,10
21100788884,International Journal of Multimedia Information Retrieval,6.4,1.801,0.446,89
21100788884,International Journal of Multimedia Information Retrieval,6.4,1.801,0.446,93
21100788884,International Journal of Multimedia Information Retrieval,6.4,1.801,0.446,83
21100788912,"African Journal of Science, Technology, Innovation and Development",1.2,0.582,0.225,47
21100788912,"African Journal of Science, Technology, Innovation and Development",1.2,0.582,0.225,28
21100788912,"African Journal of Science, Technology, Innovation and Development",1.2,0.582,0.225,26
21100788912,"African Journal of Science, Technology, Innovation and Development",1.2,0.582,0.225,26
21100788918,Human Resource Development International,2.5,1.115,0.434,53
21100788921,Development Studies Research,2,0.683,0.414,63
21100788924,"African Journal of Research in Mathematics, Science and Technology Education",1.2,0.702,0.337,28
21100788924,"African Journal of Research in Mathematics, Science and Technology Education",1.2,0.702,0.337,41
21100788924,"African Journal of Research in Mathematics, Science and Technology Education",1.2,0.702,0.337,51
21100788924,"African Journal of Research in Mathematics, Science and Technology Education",1.2,0.702,0.337,25
21100788924,"African Journal of Research in Mathematics, Science and Technology Education",1.2,0.702,0.337,43
21100788963,International Journal of High Risk Behaviors and Addiction,1.1,0.656,0.266,28
21100788963,International Journal of High Risk Behaviors and Addiction,1.1,0.656,0.266,35
21100788963,International Journal of High Risk Behaviors and Addiction,1.1,0.656,0.266,29
21100788974,Africa Review,0.9,0.305,0.15,32
21100788974,Africa Review,0.9,0.305,0.15,85
21100788974,Africa Review,0.9,0.305,0.15,51
21100789021,Lithuanian Annual Strategic Review,0.2,0.36,0.122,16
21100789025,Journal of Media Law,0.8,0.166,0.29,46
21100789025,Journal of Media Law,0.8,0.166,0.29,50
21100789026,Journal for the Study of Spirituality,1.1,0.957,0.284,94
21100789032,Zgodovina za Vse,0.1,0.38,0.101,9
21100789032,Zgodovina za Vse,0.1,0.38,0.101,16
21100789032,Zgodovina za Vse,0.1,0.38,0.101,19
21100789034,Journal of African Diaspora Archaeology and Heritage,1.1,0.679,0.26,71
21100789034,Journal of African Diaspora Archaeology and Heritage,1.1,0.679,0.26,64
21100789034,Journal of African Diaspora Archaeology and Heritage,1.1,0.679,0.26,88
21100789945,International Journal of Gastronomy and Food Science,3.3,1.239,0.515,97
21100789945,International Journal of Gastronomy and Food Science,3.3,1.239,0.515,63
21100790059,Journal of Entomological and Acarological Research,1.8,0.536,0.335,53
21100790059,Journal of Entomological and Acarological Research,1.8,0.536,0.335,49
21100790059,Journal of Entomological and Acarological Research,1.8,0.536,0.335,44
21100790079,Journal of Agricultural Extension,0.6,0.415,0.169,24
21100790079,Journal of Agricultural Extension,0.6,0.415,0.169,23
21100790079,Journal of Agricultural Extension,0.6,0.415,0.169,27
21100790089,Montenegrin Journal of Sports Science and Medicine,3,0.633,0.302,70
21100790089,Montenegrin Journal of Sports Science and Medicine,3,0.633,0.302,72
21100790089,Montenegrin Journal of Sports Science and Medicine,3,0.633,0.302,66
21100790093,Opuscula,2.8,1.079,0.24,99
21100790093,Opuscula,2.8,1.079,0.24,98
21100790093,Opuscula,2.8,1.079,0.24,98
21100790093,Opuscula,2.8,1.079,0.24,90
21100790093,Opuscula,2.8,1.079,0.24,89
21100790112,Jurnal Infektologii,0.4,0.294,0.185,13
21100790117,"South-Western Journal of Horticulture, Biology and Environment",0.8,0.655,0.161,24
21100790117,"South-Western Journal of Horticulture, Biology and Environment",0.8,0.655,0.161,25
21100790117,"South-Western Journal of Horticulture, Biology and Environment",0.8,0.655,0.161,25
21100790117,"South-Western Journal of Horticulture, Biology and Environment",0.8,0.655,0.161,23
21100790117,"South-Western Journal of Horticulture, Biology and Environment",0.8,0.655,0.161,17
21100790313,Interpersona,0.7,0.434,0.259,46
21100790313,Interpersona,0.7,0.434,0.259,54
21100790313,Interpersona,0.7,0.434,0.259,19
21100790313,Interpersona,0.7,0.434,0.259,20
21100790313,Interpersona,0.7,0.434,0.259,73
21100790326,Acta Horticulturae Sinica,0.8,0.327,0.19,25
21100790326,Acta Horticulturae Sinica,0.8,0.327,0.19,22
21100790339,Integration of Education,1.6,0.536,0.278,55
21100790340,Oxford Medical Case Reports,0.6,0.369,0.169,8
21100790340,Oxford Medical Case Reports,0.6,0.369,0.169,8
21100790340,Oxford Medical Case Reports,0.6,0.369,0.169,18
21100790342,Revista de Filosofia (Chile),0.2,0.65,0.122,32
21100790345,Revista Mad,0.3,0.58,0.103,23
21100790347,Journal of Small Business Strategy,4,0.82,0.548,73
21100790352,Revista do Instituto Geologico,0.4,0.231,0.165,10
21100790506,Kulturne Dejiny,0.1,0,0.101,12
21100790506,Kulturne Dejiny,0.1,0,0.101,22
21100790506,Kulturne Dejiny,0.1,0,0.101,23
21100790506,Kulturne Dejiny,0.1,0,0.101,20
21100790506,Kulturne Dejiny,0.1,0,0.101,23
21100790507,Comparative Legal History,0.6,4.667,0.115,76
21100790507,Comparative Legal History,0.6,4.667,0.115,41
21100790518,International Journal of Management Science and Engineering Management,4.1,1.348,0.607,78
21100790518,International Journal of Management Science and Engineering Management,4.1,1.348,0.607,70
21100790518,International Journal of Management Science and Engineering Management,4.1,1.348,0.607,68
21100790518,International Journal of Management Science and Engineering Management,4.1,1.348,0.607,74
21100790518,International Journal of Management Science and Engineering Management,4.1,1.348,0.607,73
21100790520,Canadian Journal of Law and Jurisprudence,0.7,0.434,0.167,47
21100790521,Polar Journal,1.3,0.914,0.346,91
21100790521,Polar Journal,1.3,0.914,0.346,64
21100790524,Journal of Public Health Research,1.4,1.015,0.579,28
21100790525,European Competition Journal,1,1.052,0.205,42
21100790525,European Competition Journal,1,1.052,0.205,58
21100790704,Analytical and Quantitative Cytopathology and Histopathology,0.2,0.072,0.12,2
21100790704,Analytical and Quantitative Cytopathology and Histopathology,0.2,0.072,0.12,10
21100790704,Analytical and Quantitative Cytopathology and Histopathology,0.2,0.072,0.12,1
21100790705,Onkourologiya,0.4,0.223,0.125,13
21100790705,Onkourologiya,0.4,0.223,0.125,15
21100790705,Onkourologiya,0.4,0.223,0.125,14
21100790705,Onkourologiya,0.4,0.223,0.125,15
21100790705,Onkourologiya,0.4,0.223,0.125,18
21100790708,Culture and History Digital Journal,0.4,0.83,0.103,54
21100790708,Culture and History Digital Journal,0.4,0.83,0.103,62
21100790713,European Journal of Contemporary Education,3,1.197,0.517,79
21100790721,Italian Journal of Planning Practice,1.4,1.005,0.202,75
21100790721,Italian Journal of Planning Practice,1.4,1.005,0.202,60
21100790721,Italian Journal of Planning Practice,1.4,1.005,0.202,50
21100790723,Computability,1.2,1.427,1.136,23
21100790723,Computability,1.2,1.427,1.136,13
21100790723,Computability,1.2,1.427,1.136,20
21100790723,Computability,1.2,1.427,1.136,27
21100790774,GaBI Journal,1.9,0.502,0.217,87
21100790774,GaBI Journal,1.9,0.502,0.217,67
21100790777,Journal of Computing Science and Engineering,1,0.399,0.172,36
21100790777,Journal of Computing Science and Engineering,1,0.399,0.172,20
21100790795,Estudos de Literatura Brasileira Contemporanea,0.1,0.136,0.102,24
21100790798,Boletin Americanista,0.1,0.335,0.103,32
21100790799,Fossil Imprint,1.6,0.683,0.359,47
21100790799,Fossil Imprint,1.6,0.683,0.359,41
21100790799,Fossil Imprint,1.6,0.683,0.359,43
21100790799,Fossil Imprint,1.6,0.683,0.359,38
21100790809,International Review of Social Psychology,6.5,2.65,1.251,94
21100790817,Tijdschrift voor Entomologie,1.1,0.814,0.264,33
21100790817,Tijdschrift voor Entomologie,1.1,0.814,0.264,26
21100790818,Antioxidants,4.5,1.624,1.067,49
21100790818,Antioxidants,4.5,1.624,1.067,55
21100790818,Antioxidants,4.5,1.624,1.067,42
21100790818,Antioxidants,4.5,1.624,1.067,51
21100790818,Antioxidants,4.5,1.624,1.067,41
21100790929,Frontiers in Marine Science,5,1.437,1.558,89
21100790929,Frontiers in Marine Science,5,1.437,1.558,89
21100790929,Frontiers in Marine Science,5,1.437,1.558,83
21100790929,Frontiers in Marine Science,5,1.437,1.558,87
21100790929,Frontiers in Marine Science,5,1.437,1.558,69
21100790929,Frontiers in Marine Science,5,1.437,1.558,83
21100790931,Management of Biological Invasions,4.4,0.993,0.849,81
21100790931,Management of Biological Invasions,4.4,0.993,0.849,75
21100790931,Management of Biological Invasions,4.4,0.993,0.849,81
21100790932,Current Research in Nutrition and Food Science,1.3,0.604,0.255,33
21100790932,Current Research in Nutrition and Food Science,1.3,0.604,0.255,35
21100790933,BioInvasions Records,2.5,0.921,0.501,58
21100790933,BioInvasions Records,2.5,0.921,0.501,55
21100791247,Crop Journal,6.3,1.86,1.437,91
21100791247,Crop Journal,6.3,1.86,1.437,92
21100791249,Pakistan Journal of Information Management and Libraries,0.5,0.608,0.184,30
21100791249,Pakistan Journal of Information Management and Libraries,0.5,0.608,0.184,10
21100791268,European Journal of General Dentistry,0.7,0.626,0.167,22
21100791269,Journal of Animal Behaviour and Biometeorology,1.2,0.773,0.238,21
21100791269,Journal of Animal Behaviour and Biometeorology,1.2,0.773,0.238,34
21100791269,Journal of Animal Behaviour and Biometeorology,1.2,0.773,0.238,33
21100791289,Sport Management Education Journal,1.3,0.843,0.367,27
21100791289,Sport Management Education Journal,1.3,0.843,0.367,33
21100791289,Sport Management Education Journal,1.3,0.843,0.367,47
21100791292,Journal of Big Data,8.6,3.478,1.031,90
21100791292,Journal of Big Data,8.6,3.478,1.031,88
21100791292,Journal of Big Data,8.6,3.478,1.031,91
21100791292,Journal of Big Data,8.6,3.478,1.031,89
21100791701,Journal of Pathology Informatics,5.6,1.142,1.009,80
21100791701,Journal of Pathology Informatics,5.6,1.142,1.009,81
21100791701,Journal of Pathology Informatics,5.6,1.142,1.009,77
21100791707,Missouri Review,0,0,0.103,9
21100791825,Bioprinting,6.9,1.074,1.118,79
21100791825,Bioprinting,6.9,1.074,1.118,80
21100791825,Bioprinting,6.9,1.074,1.118,84
21100792079,Russian Electronic Journal of Radiology,0.4,0.26,0.19,15
21100792082,"Vestnik Udmurtskogo Universiteta: Matematika, Mekhanika, Komp'yuternye Nauki",1,0.536,0.354,19
21100792082,"Vestnik Udmurtskogo Universiteta: Matematika, Mekhanika, Komp'yuternye Nauki",1,0.536,0.354,26
21100792082,"Vestnik Udmurtskogo Universiteta: Matematika, Mekhanika, Komp'yuternye Nauki",1,0.536,0.354,40
21100792085,Media and Communication,2.9,0.836,0.804,82
21100792089,Ochrona Srodowiska i Zasobow Naturalnych,0.8,0.223,0.171,25
21100792090,Journal of Artificial Intelligence and Soft Computing Research,9.4,2.027,0.691,97
21100792090,Journal of Artificial Intelligence and Soft Computing Research,9.4,2.027,0.691,88
21100792090,Journal of Artificial Intelligence and Soft Computing Research,9.4,2.027,0.691,92
21100792090,Journal of Artificial Intelligence and Soft Computing Research,9.4,2.027,0.691,92
21100792090,Journal of Artificial Intelligence and Soft Computing Research,9.4,2.027,0.691,89
21100792094,Diaspora Studies,0.9,1.294,0.174,42
21100792094,Diaspora Studies,0.9,1.294,0.174,84
21100792094,Diaspora Studies,0.9,1.294,0.174,50
21100792094,Diaspora Studies,0.9,1.294,0.174,33
21100792095,Recerca,1.5,0.493,0.186,87
21100792095,Recerca,1.5,0.493,0.186,59
21100792099,International Sports Studies,0.1,0.018,0.103,1
21100792099,International Sports Studies,0.1,0.018,0.103,3
21100792103,Applied Biosafety,1.1,0.583,0.345,18
21100792103,Applied Biosafety,1.1,0.583,0.345,25
21100792103,Applied Biosafety,1.1,0.583,0.345,30
21100792103,Applied Biosafety,1.1,0.583,0.345,22
